"b'Fanmail for fan zone | Media Monkey: The seven-goal Manchester derby last Sunday was a real thriller, but was a.. http://bit.ly/3Wp10i\n'",47716990
b'@_JordanCatalano you wanna know what my fucking problem is? -walks over to you-\n',76736193
"b""Your stats are so full of 'ish.  Or maybe it's just me.  @BelascoBlack\n""",23539738
b'An incredible city port  #Punta Arenas in #Chile - A must visit- http://su.pr/30FE9i #Travel #Tips\n',18123064
b'Now playing: Black and White - Do You Know (Radio Mix). Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
b'@appetite Pressure on pain killers and the pill - Pharmacy News: Pressure on pain killers and the pillPharmacy NewsThe study in ..\n',15401533
b'?????? http://live23.2ch.net/test/read.cgi/livejupiter/1267877933/ #nanjnews\n',113900779
b'@MissPrototype that sounds like a fun day....lol my day consisted on Law LAw LAW!!  That seems like my daily thing nowadays....SMH\n',17515820
b'@chiNkyxO hahaha ughhhh i still hate that vid\n',47123216
"b'The time in Hollywood, CA, is 7:56:22 pm\n'",51964081
"b'Suspected swine flu death in Delhi - A 48-year-old man, suspected to be suffering from influenza A (H1N1) virus, ha... http://ow.ly/15M5aP\n'",61771813
b'Taylor wins Grammy best album; Beyonce wins 6 http://goo.gl/fb/JMUu\n',110714732
b'@iiBADDii its out? Lol u like it?\n',29130903
"b'@dwaynefighter :((, I like your review just wanted it!\n'",22280964
b'@AlvinBrooks3 what were u responding to tho?...lol\n',48752834
"b'@noblebeast Act Hotel is very minimalist - great prices, too. Lots of deals on SEA hotels - check out @Hotel_Max and @HotelAndra, too!\n'",21163181
"b""@QSK_EunSuniee that's good! I am lying in bed with my Teddy, twittering & music huhu & you?\n""",34873480
b'Top Four Most Popular Plastic Surgery Procedures in Los Angeles ?:  Breast augmentation using silicone implants or... http://bit.ly/9AyPvj\n',94729807
"b'@cybersybil ""Just an hour ago she was plain old Betty Monroe. Now she\'s Mrs. Ralph Hapschatt!""\n'",23184632
"b'M62 West Yorkshire | Eastbound | Accident, 1 lane closed: On the M62 eastbound entry slip at junction J29  , there are currently delays ...\n'",17866869
"b'Twitter Tweets about Organic as of November 13, 2009 - Organic Food: WBTVKristenM: If you want to buy more heal.. http://bit.ly/4bxeKg\n'",88845190
"b'2 Wind Turbines May Be Up By Fall: Once the turbines are up and operational, MWCC and its 500000 square feet of sp... http://bit.ly/dqeIBc\n'",35662913
"b'The time in Hollywood, CA, is 6:32:09 am\n'",51964081
"b'Oh yea I met rkelly at wendys earlier, how random is that...and I was just talking about him on twitter today lol\n'",29130903
"b""@iysis_lifestyle ok ok.. well make sure you tell me when I'm out of line I know I can say some crazy stuff!\n""",29256466
b'@TCELL1 Hmmm....I dont even know what that is!!!\n',23539738
"b'""I Be Getting Paper Like You Wouldn\'t Believe It And I Be Getting Haterz Like You Wouldn\'t Believe It""\n'",35047348
"b'@ChannelMassive Then the difference is that NCsoft marketing immediately disappoints, and @petterm later? ;)\n'",53353788
b'US Chiropractic Directory: Banner Doctors: The Necessity to ?: You also have an opportunity to list your practice ... http://bit.ly/cmkIC5\n',94729807
"b""@appetite The overachievers: America's Best Jewelers 2009 - National Jeweler Network: The overachievers: America&#39;s Best Jewe..\n""",15401533
"b'#uknowuradike when all the hood niggas call you and ask ""where the hoes at?"" {lmao that\'s everyday for me!}\n'",29256466
b'@TheePrincessJ haaaa wassup\n',19961531
"b""&#9829; Can't Catch Tomorrow (Good Shoes Won't Save You This Time) by Lostprophets #lastfm: http://bit.ly/v9IoQ amazon: http://bit.ly/4BYNr\n""",15300331
"b""Aamir Khan and Kiran lose their baby - Tragedy has struck the Khan household. Aamir Khan's wife Kiran Rao has had a... http://ow.ly/15KEA5\n""",61771813
b'@thisisbob Going to temple to see the new Rabbi - Patrick Jewing\n',16496165
b'@Victoria_Marley victoria!!! whats upp?\n',65886278
b'LOL i know I was not the only one who was waiting for a kayne moment when Taylor swift won that award I was mad he anit pop up LMAO\n',35261530
"b'The time in Hollywood, CA, is 4:51:04 am\n'",51964081
b'I am currently drunk at Tao w my Vegas ppl watching soft porn at our table. Get it.\n',39563785
b'okay. i have to go now. ill be back later. i love you @_JordanCatalano and STOP THE FUCKING COCAINE! or ill kick your ass.\n',76736193
"b""@crazystairs Are you sure YOU didn't try to kill him? Maybe while sleepwalking?\n""",23184632
b'What Are The Health Benefits Of Fresh Juice? http://bit.ly/V4D0x\n',24882874
"b'Hell freeze over, Exemode to actually offer an acceptable HD Camera? http://bit.ly/2bh5hI #tech #gadgets\n'",69596571
b'@KeKe_210 yeah every night till there 18 is what im really afraid of lol one nite cant be that bad as long as its a good baby\n',35261530
b'@iamEBBsBABY or else next time I see u in club drunk imma spin u around in circles\n',19961531
"b'ImTOO RM Converter 5.1.26.1204 - Converting Real Media files to mpeg, avi,wmv, divx, wma, aac, m... http://bit.ly/6tV9A1\n'",71472524
b'#worldthinnestbooks how to hide my guns-t.i.\n',74333956
b'???????AA???? http://live23.2ch.net/test/read.cgi/livejupiter/1267801094/ #nanjnews\n',113900779
"b'@SFReviewsnet this is interesting, the rumors of people committing suicide after reading books have been revealed to be more myth than fact.\n'",53353788
b'Shopping in #Chinatown #San Francisco - 4 incredible places for souvenirs...... #SF #travel http://bit.ly/C3oDf\n',18123064
b'My life is a choose ur own adventure book and every situation I pick I end up drunk.\n',39563785
"b""#random I'm THAT honest. But if you insecure, I might tell you what I think YOU wanna hear cuz you can't handle my realness :D\n""",23539738
b'@adarel I find it amazing that while so few people were actually raiding that this emerged to become a prominent endgame activity.\n',53353788
"b""Q:whats your favourite song :) A:She's Always a Woman :) http://formspring.me/yema/q/258683270\n""",15300331
b'Amtrak Cacades discount! 25% off PDX-VAN and SEA-VAN thru 1/31/10 (Purch by 12/31). Some blackouts / as low as $27/ow: http://bit.ly/26W1R3\n',21163181
"b""@RBAII u can't assume that..lol...imma go subscribe now...lol....u need to get some writing done\n""",17515820
b'@jadeeslytherin JADEEEEEEEEEEEEEEEEEEEEEEEEEEEE :D\n',63611401
b'Netflix to get 1080p streaming later this year http://bit.ly/9Wz0tA #tech #gadgets\n',69596571
"b'@BlondeBehavior I forgot your a hood rat kinda girl, you major in Conway lines!\n'",22280964
b'@MrsJoong hes makeup is always good !\n',34873480
"b'@Mwahahatay lmao! hahaha got me worried there... i dont know what else to say...umm, im 15 :)\n'",65886278
b'Latest Celebrity News On crocop coleman documentary pr3 http://tinyurl.com/y9ha5vs\n',110714732
b'The Hair Growth System ? Why You Should Be Aware Of It http://bit.ly/4rl6Rt\n',24882874
b'This week in Crave: From Apple TV to Zune HD http://bit.ly/Fg7f9 #tech #gadgets\n',69596571
b'New Blog Post @LunstonBryan - The Chinese Miao&#8217;s Silver Jewels And Their Lusheng Musical Festival http://bit.ly/3RctJ\n',24882874
b'Latest Celebrity News On Lady GaGa - Just Dance (Live Sommarkrysset) http://tinyurl.com/yj99ojo\n',110714732
b'[FLY WITH ME] JONAS BROTHERS (01:28)\n',54163968
"b""@christopherlo SHUSH! My name is now spelt Mimi! unless my parents write it =='' Watching IRIS! what about you?\n""",34873480
b'??????????????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1267648434/ #nanjnews\n',113900779
b'this tt is funny! nooooooooooooooo im tired of people sending me DMS  @ me PLEASE lol i dont read them hoes like that lol\n',29130903
"b""@KWheeler628 don't play like that\n""",39563785
"b'""Big Love"" returns to TV with provocative gay story      (Reuters) http://bit.ly/7GMEhd\n'",64995168
"b""@g33kboi Those jerks ... sexy, sexy jerks. Well, I hope they don't expect me to cheer them on at another bar! (I want it to be a surprise.)\n""",23184632
"b'Solar energy one way for consumers to save money, help environment: Solar energy is widely hailed as a way for .. http://bit.ly/20LzC\n'",35662913
b'Beyonc? is down here in B-More I cant even make it this da 2nd Beyonc? show i done missed\n',35047348
"b'The time in Hollywood, CA, is 6:38:01 pm\n'",51964081
"b""@ivynguyenn aahahahah! He's always online when I'm on! Fkn retarded! I was so close to crying yesterday! When I came; then he walked..\n""",34873480
b'Wells Fargo to repay &#36;1.3 billion to ARS clients (Reuters)http://bit.ly/355nuH\n',90464628
"b""Ha ha Misha's eating at my restaraunt in FB\n""",39947845
b'Oscar Nominations 2010 Announced http://goo.gl/fb/NkqS\n',110714732
"b'@dwkimbrough u in the dog house, huh?\n'",39563785
b'???????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1267593586/ #nanjnews\n',113900779
b'Phoenix: Reyes readies for college 18 years after abandonment http://bit.ly/7XvkO\n',56117318
"b""@SophieWofy Actually, only once! I've been saving it ever since, so as to show to my friends, so that It's funnier. :p Torture!\n""",15300331
b'@UnwantedLove its fine. aww man. Dommin is coming in April and i cant see them. =/\n',76736193
b'NEWS: EU imposes music player volume limit http://bit.ly/2TQant #tech #gadgets\n',69596571
b'@appetite Savers need not suffer rotten returns - Telegraph.co.uk: Savers need not suffer rotten returnsTelegraph.co.ukThe numbe..\n',15401533
b'#haveyouever thought about someone before you went to sleep and they were in ur dreams?\n',48752834
b'Shout out to the new followers :D\n',44711166
b'I am off to dinner with @erinbrumleve @hbrumleve @modishplum and @hubby now!\n',17925141
b'Latest Celebrity News On Florida hires NFL assistant as defensive coordinator http://tinyurl.com/ydknjh8\n',110714732
"b'QUESTION: If you were a toilet, would you put up with my sh*t?\n'",17515820
b'Now playing: Co.Ro. feat. Taleesa - 4 Your Love. Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
"b'Eee PC 1201PN: New Asus netbook with 12.1? display, Intel N450, NVIDIA Ion 2 http://bit.ly/9Y8Cxk #tech #gadgets\n'",69596571
"b""@ochoNFLcinco85 Hey Chad, Yahoo's debating who's more primed to bounce back between U + Braylon. They picked U because of Carson.\n""",29541331
"b'@Scottydahotti3 word? that sucks...well, thats makes sense cuz of all the traffic there.\n'",44711166
b'Neighbors Know my name would have to be my favorite!\n',48752834
"b""Desmond..who don't u want?..u wanted everybody at one point.\n""",27521888
b'MUST FOLLOW NOW:   @alisonsheahan  and   @DevilsFan24\n',65886278
b'oh another part of my dream this girl was tryna teach me the jerk wen i said i knw how to do it.she jus kept sayin.u gotta do this.then that\n',27521888
"b""@triner Both places are extremely worth the jacked-up prices you'll pay.  For a local version of Rumjungle look up Brazillian Bull\n""",16496165
b'should be doinq HW but im not feelinq it\n',47123216
b'@SwaggerSoMean LMFAO BEY PLEASE PUT # IN FRONT OF DAT SO ERY1 CUD C DAT SHIT LMFAOOOOOOOOOOOOOOOOOOOOOOOOOOOOO\n',74333956
b'Check the account... we are back in business.. bacon and cocaine for ALL!!!!!\n',39563785
b'Latest Celebrity News On ITV fined over killing a rat on TV show http://tinyurl.com/y8upc3q\n',110714732
"b'PUNTA ARENAS, # CHILE - INCREDIBLE TRAVEL DESTINATION- #TRAVELTUESDAY http://bit.ly/4MIq0\n'",18123064
b'I could be chasing an untamed ornithoid without cause.\n',23184632
b'Sheryl Crow ? Everyday Is a Winding Road ? http://bit.ly/972NW (via @Mia322)\n',24546595
"b'M5 North Somerset | Southbound | Broken down vehicle, 1 lane closed: On the M5 southbound between junctions J21 and J22, there are cur...\n'",17866869
b'[ALL?INTO?YOU] JAMES?HAVENS (03:35) http://www.nack5.co.jp\n',54163968
"b""@KPSWORLD When we were coming up we didn't having trending topics on AIM. JB is ALL lil girls talk ab on here.\n""",24476282
"b'Believe it or not when you start to ""relax standards"" and ""settle"" You select a mate that is almost the mirror image of yourself.\n'",24476282
b'frontload washer and tv: defective tv and maytag frontload washer call 2815683496 http://bit.ly/mwgeI\n',71166537
b'Now playing: Bad Boys Blue - Queen Of My Dreams 2009 (Alex Twister Radio Edit). Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
b'Panic Attacks Medication-What you Should Know @ http://bit.ly/qFAXw\n',24882874
b'@appetite Bank of England warns of long road to recovery - Summary - Earthtimes (press release): Bank of England warns of long r..\n',15401533
"b""I don't like when ppl include me in THEIR plans assuming that it's cool. It's not.\n""",24476282
b'lucie wid her borins self always scape by on the x factor!\n',22280964
b'Now playing: Sandra - In The Heat Of The Night. Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
"b""Latest Celebrity News On Pete Doherty voted Britain's nightmare celebrity neighbour http://tinyurl.com/yfazo5g\n""",110714732
"b'M27 Hampshire | Eastbound | Accident, 2 lanes closed: On the M27 eastbound at junction J8, there are currently delays of 10 mins due to ...\n'",17866869
b'@SwaggerSoMean lmao bey u kno how ery group is jus need dat 1 nigga whu worthless\n',74333956
b'@Rebecca_Leto that sounds like fun! i might go up to Michigan this summer!\n',76736193
b'[??????] ???? (11:41)   (youtube http://www.youtube.com/watch?v=OlMbOxyTwXY&feature=youtube_gdata )\n',54163968
"b'Just spoke to ""Christine"" looks like the food banks might be closed tmrw.... o_O\n'",24476282
"b""@JoshlikeGermany I'm at work. Dammit. How are you?\n""",23184632
"b""Free Mattress and Box: I've got a good condition queen size mattress and box for free. Also got a brand new sti.. http://bit.ly/aXAzA\n""",71166537
b'Now playing: Fancy - Wait By The Radio. Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
b'I am drinking with the devil. (And she still is going and talking shit)\n',39563785
"b""@appetite Bunton 'devastated' by Swayze's death - Ireland Online: Bunton &#39;devastated&#39; by Swayze&#39;s deathIreland Onli..\n""",15401533
b'@Laura_Echelon i wanna get that cologne and spray it all over my bed!\n',76736193
b'@EroticGoldlust Thats why....who started this stupid trending topic??  I HAVE NEVER IN MY LIFE SEEN A SEXY FAT PERSON!\n',23539738
b'MORE liberal political footballs out of tragedy in Haiti: Olbermann uses it 2 push 4 Obamacare passage. NICE Keith. http://ow.ly/16kQmT\n',29541331
"b'The time in Hollywood, CA, is 9:38:01 pm\n'",51964081
"b'Hi Lillian, Happy Friday :) RB @lillianwong: ""R.KELLY ? THANK GOD IT\'S FRIDAY!!"" ? http://blip.fm/~kejxp\n'",24546595
"b'someone tell me whats trendinqq besides #shoutout , #Facts & #FF ....\n'",47123216
"b""@Scopique oh cool as I don't play CO I probably can't do that.\n""",53353788
b'@vvampirate OH MY GOSH! shes soo pretty too! i be jealous.\n',76736193
b'@PurePansy @aceravenclaw *smirks at pansy and raises eyebrow*\n',63611401
b'New blog post: PA Quitline Movie-like Stop Smoking Ad http://stopsmoking.hostoi.com/pa-quitline-movie-like-stop-smoking-ad/\n',88845190
"b""@JeTwahn Lmaoooooooooooo! they won't give me sh!t!\n""",22280964
"b'online! thanks everyone whos been followin me, as soon as i pass 300 i will be followin more...\n'",65886278
"b""@dwaynefighter b!tch u kno yo ass shud be up here it's Sept/Oct u know Fashion Week is on the horizon! I can't believe I missin dis like u!\n""",22280964
b'Vintage gas range: This old gas range has been working like a charm. It just came out of my soon to be renovate.. http://bit.ly/iOyYn\n',71166537
b'@bananasmackrabu I Downloaded A Few Off Limewire(Shhhh Dont Tell Nicki) LOL\n',35047348
b'@EunNeun_BeB awwwww! Your so lucky! Do you have a picture of both of you? Keke\n',34873480
b'Latest Celebrity News On Did Frances Reid retire from Days of our Lives? http://tinyurl.com/y9kk959\n',110714732
b'Watch episodes of Battlestar Galactica online now http://bit.ly/3w0UPq\n',64995168
"b""CES: The 404 Podcast 492: Where we're the first podcast ever to broadcast in 3D http://bit.ly/6Hj1IA #tech #gadgets\n""",69596571
b'???????????????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1266258511/ #nanjnews\n',113900779
b'New blog post: Black Market Plastic Surgery | The Tyra Show http://plasticsurgery.netau.net/black-market-plastic-surgery-the-tyra-show/\n',94729807
b'Latest Celebrity News On Jonas Brothers LIVE CD+DVD http://tinyurl.com/y8b6plt\n',110714732
b'@TheBestDressed To The Movies\n',35047348
b'RER WMA Converter 3.7.3 - Convert video/audio files toWMA and convert WMA to audio formats. http://bit.ly/58EPFa\n',71472524
"b""Okay, everyone, I'm not saying we should freak out. But ... actually, yes. FREAK OUT! FREAK OUT! http://trunc.it/1zdh5\n""",23184632
b'Scorpions ? The Game Of Life ? http://beta.blip.fm/~hhjlt\n',24546595
b'Is Organic Food Good For Staying Healthy | Health and Fitness ?: Staying healthy with organic food has been frowne... http://bit.ly/cnrTVP\n',88845190
"b'@shaneknysh Aion is very well done (engine, looks, ui) and I like it a lot. Still, I see a korean wolf hiding in a western camouflage.\n'",53353788
b'@MarioSoulTruth Maaaaario...cant wait to see u at THE TABERNACLE in ATL Friday..tickets on deck!!..lol\n',48752834
"b'The time in Hollywood, CA, is 5:47:15 pm\n'",51964081
b'CD/DVD Data Recovery 1.1.01534 - CD/DVD Data Recovery can recover corrupted file from CD and DVD. http://bit.ly/6GqM0p\n',71472524
b'I looooove @Toshia1122 ..neva laughed so hard in MY LIFE!! Woooooooo\n',48752834
"b""I tried a real mystery story for CM but it wasn't grabbing my attention, they sure had a lot of reviews tho like 600+\n""",39947845
b'ESPN: Could a reader-funded baseball writer be the future of sports journalism? - from Journalism.co.uk: From last... http://bit.ly/aeJwWh\n',47716990
"b'Yes I know taeyang is my man, but I love you too Jaebum!\n'",34873480
b'@appetite Cindy Crawford blackmail suspect held: German police - AFP: AFPCindy Crawford blackmail suspect held: German policeAFP..\n',15401533
b'Austin Solar Panel Financing up for First Vote: Austin Energy General Manager Roger Duncan is an advocate of so.. http://bit.ly/4w5uem\n',35662913
b'i have never been a fan of think neckties but i guess it would depend on what its worn with @DICKEYJONES\n',29130903
b'[No?Way] YVE (20:51)   (youtube http://www.youtube.com/watch?v=DcyjuUoBPpk&feature=youtube_gdata )\n',54163968
"b'#yourlame if u are comfortable with not knowing much of anything about anything, fuq ignorance being bliss, knowledge is power!\n'",29130903
b'APS Accounting & Stock Control 4.0.1.2 - Easy to utilize Accounting and inventory control direct Systems http://bit.ly/8XqP16\n',71472524
b'Norwegian Wood - The Beatles     ***amazing song***\n',65886278
b'Pakistan declares 2010 as the Year of Radio - from Media Network Weblog: Pakistan?s Minister for Information and B... http://bit.ly/6jlFQt\n',47716990
"b'@katyperry In the words of Brian Griffin:  ""Yes, yes it does make you a horrible person"" for that ;)\n'",29541331
b'@Toshia1122 soooo what u think about that tweet..THAT...*points finger* tweet??\n',48752834
b'@EliiSlytherin *beams and tacklehugs* Secret Sistaaaaaaa !\n',63611401
b'FREE WAY TO MAKE MONEY FROM HOME AND THIS IS NOT SPAM (houston ): Clix Sense will pay you. Get... http://bit.ly/crblsk http://bit.ly/6KPOg2\n',71166537
b'@MeLLyMeLsKe can he relax his mind body and spirit without u judging him....\n',17515820
b'@Lee_Leeds lol now I have 2 read them now that u said that ~ lol!\n',22280964
b'wow Blaque 808 takes me back to THAT SUMMER\n',24476282
b'Phoenix: Scanners: Fire Burns Glendale Townhouse http://bit.ly/X6ZMr\n',56117318
"b""ooc: damnnn , already the fourth week of school ! it's going by so fast :p!\n""",63611401
b'Tiscali TV rebrands as TalkTalk - from Digital Spy - Digital TV: Tiscali TV rebrands as TalkTalk today following t... http://bit.ly/7gLumz\n',47716990
b'???????????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1267646695/ #nanjnews\n',113900779
"b""@Tina_Something Once I get some caffeine in me, I'll be able to ignore the cawfeeee and ogle you properly.\n""",23184632
b'deskDOC DWG to PDF Professional 5.0.6 - Perfect DWG to PDF converter for business. http://bit.ly/5OYsFr\n',71472524
"b""@Minakc ahaha yeah! They'll be like let's walk th opposite direction ahah !\n""",34873480
"b""@LesLent I suppose you get to ride outside? I'm stuck on the trainer. Goal of 500 miles this month. Only 86 miles in right now.\n""",17925141
b'@wildbunnyx heyy dree!\n',34873480
b'I WANT TO GO ON THE COMPUTER\n',34873480
b'@DaveNelsen Hey! Too funny! Where did you meet @teamsrock??\n',17925141
b'@Jabari Who is doing his press?\n',24476282
b'Phoenix: NAU feels good about finishing job http://bit.ly/3K9wo7\n',56117318
b'@Awesome_Angel what?  I thought we were in this through thick and thin?  My puppy is not dead....lol\n',17515820
b'@uGoop_ yea jed...but sumtimes she is go bipolar n is run dead hot n dnt want u tlk 2 ha *kanye shrug*\n',74333956
"b'@adarel the problem is that except Aion almost every game, including WoW, has major issues as soon as massive amounts of people play.\n'",53353788
"b'@LOXX no you don\'t! get an imaginary friend. & everytime he say somethin\' talk to your friend and say stuff like ""you hear that mighty mouse\n'",29256466
"b'Oh, Terri is such an idiot. #Glee4\n'",15300331
b'man i really hope i have yall attention\n',74333956
b'@Sarah_Michaels @ambermeade @BadGirlAnnie Am I the only one that thinks of the BGC whenever I hear @the_donnas?\n',29541331
b'[WALK] BLACK BABE (14:28)   (youtube http://www.youtube.com/watch?v=BzHZJhVvkL8&feature=youtube_gdata )\n',54163968
b'@appetite Puzzled pooch endures the Halloween buzz - Times Colonist: Puzzled pooch endures the Halloween buzzTimes ColonistAs we..\n',15401533
b'????????????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1266266696/ #nanjnews\n',113900779
b'@B0NiTAA #smh ; twitter qotchu qood toniqht huh? && whats new? well umm ipod accessories? lol. qot me a 12set shxt for $15 ;P - thats new\n',47123216
"b'@KeiaRaykell i luv this movie but lauren london cant act im sorry, or this role wasnt for her i never met a bitch in atl that sound like dat\n'",29130903
"b'The time in #Hollywood, #CA, is 6:15:23 am\n'",51964081
"b""I might be the only guy on facebook with thousands of friends but 6 followers. I'm gonna start knocking on doors for followers.\n""",39563785
b'@themoe85 o yeah it is lol i partied all weekend tho you doing anything big\n',35261530
b'???????????????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1267646868/ #nanjnews\n',113900779
b'@AJDonovan Sigh...I was too late.\n',17925141
b'Current Economic Climate Opens Door for Small Wind Energy Projects: With utility-scale wind project developers c.. http://bit.ly/kWKsP\n',35662913
b'Latest Celebrity News On F40_163_04 http://tinyurl.com/y9wsuz3\n',110714732
b'Understanding How Occupational Therapy Helps All Kinds Of People http://bit.ly/45bafs\n',24882874
"b""@emacartoon You @breeezzie @glitterabuser and @princesskimbers are the designated filth-talkers. That's good enough for me.\n""",16496165
b'Etsy find: iPhone stands made of forks and spoons http://bit.ly/bfiE94 #tech #gadgets\n',69596571
"b'The time in Hollywood, CA, is 2:06:08 pm\n'",51964081
b'anyone watch #paranormalactivity ? im dying to see that movie!!!!!!!!!!!!\n',65886278
"b""Angry mob attacks police in Ghaziabad over man's death (Lead) http://ow.ly/1625s8\n""",61771813
b'@xChandy ahaha yeah thats true ! have it as a middle name ?\n',34873480
b'NEWS: Plants vs Zombies arrives in free online version http://bit.ly/3OOq9T #tech #gadgets\n',69596571
"b'@htphelps http://twitpic.com/11jpvp - Man, I miss that.\n'",29541331
b'New blog post: Is there a taste difference between organic and non-organic food ... http://bit.ly/9I40Dy\n',88845190
b'TONITE SEPTEMBER 11TH ITZ GOIN DOWN @ ISLAND ROCK...LADIES FREE TILL 1AM..10 AFTER!!352 WASHINGTON AVE..HEMPSTEAD N.Y. 11550 (DJ G$Money ...\n',19961531
"b""Omg, I actually don't believe this. #johnbarrowman what are you doing!? :p\n""",15300331
"b'The time in Hollywood, CA, is 4:03:20 pm\n'",51964081
b'Uhm Gov. Ed. Rendell FLEW to port au prince and flew 28 orphans on HIS plane back to PA. (the orphanage is run by two PA women)\n',24476282
b'Hellenic Shipping News Worldwide - Online Daily Newspaper on ...: STX Group said yesterday that STX Windpower h.. http://bit.ly/3RZ2XC\n',35662913
b'@appetite Akpabio Wants More Roles for Women - THISDAY: Akpabio Wants More Roles for WomenTHISDAYSpeaking on his administration&..\n',15401533
b'FREE! Halloween Fashion Show in Fremont 3-6pm today. Fun trends for humans & pets with a special dose of ELVIRA! http://bit.ly/FreBoo\n',21163181
b'@BeauTyRuSH_iCoN haaa word\n',19961531
b'Use your Graphic Design to build emails on the web with website signup boxes for FREE!. Unique tool! http://ow.ly/UerB\n',29155146
b'??????????????????? http://live23.2ch.net/test/read.cgi/livejupiter/1267800424/ #nanjnews\n',113900779
"b""#didyouknow #everybodyhateschris is on I'm a big fan\n""",35261530
b'@30STMluva lmfao! i cant help the way Tomos parents made him look like such a sexy beast!\n',76736193
b'Now playing: Angie Gold - Eat You Up (Almighty 12inch Definitive Mix). Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
b'@roggieXoxo LMMMFAOOOOOOOOO..n yet u dnt put on no weight :S\n',74333956
b'@SavyBoss lol ; thats just how you like it. rudee ;)\n',47123216
"b'Free HTML Email, your permission based emailing is free with this online tool. http://ow.ly/ODaa\n'",29155146
b'@patrickreyes Yay! Thank you!!\n',17925141
"b""#whateverhappenedto ppl trying 2 get 2 kno u geniuenly, fuq all y'all with hidden agendas!\n""",29130903
b'@RoShine Did I say drool? My bad. I meant um..*shrugs*..I dunno what I meant. K I promise no more comments from me *zips mouth* :D\n',23539738
"b'@rachael_bell lol sunday homework day! I start school tomorrow, grade 10! How was your first day of school?\n'",65886278
"b""Now playing: Patty Ryan - You're My Love, You're My Life. Tune in: http://stream.laut.fm/eurodance.m3u\n""",90078731
b'Travel Agencies get started with internet permission emailing for free. http://ow.ly/Tjun\n',29155146
b'Now playing: Alexia - Number One. Tune in: http://stream.laut.fm/eurodance.m3u\n',90078731
b'@bricefaubel Thanks Brice! Happy New Year!\n',17925141
"b'@rinafbaby5150 u look like the Mask from the movie ""Scream""\n'",19961531
b'Ecommerce Software: Keys To Financial Gain | One Way Link Site Blog http://ow.ly/16333I\n',49986051
